# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
929439	Leishmania mexicana MHOM/GT/2001/U1103	no rank	root,cellular organisms,Eukaryota,Euglenozoa,Kinetoplastida,Trypanosomatidae,Leishmaniinae,Leishmania,Leishmania,Leishmania mexicana species complex,Leishmania mexicana,Leishmania mexicana MHOM/GT/2001/U1103	1,131567,2759,33682,5653,5654,1286322,5658,38568,38582,5665,929439
536227	Clostridium carboxidivorans P7	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium carboxidivorans,Clostridium carboxidivorans P7	1,131567,2,1239,186801,186802,31979,1485,217159,536227
749222	Nitratifractor salsuginis DSM 16511	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,unclassified Campylobacterales,Nitratifractor,Nitratifractor salsuginis,Nitratifractor salsuginis DSM 16511	1,131567,2,1224,68525,29547,213849,438853,269260,269261,749222
536233	Clostridium botulinum E1 str. 'BoNT E Beluga'	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum E,Clostridium botulinum E1 str. 'BoNT E Beluga'	1,131567,2,1239,186801,186802,31979,1485,1491,36830,536233
69293	Gasterosteus aculeatus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata,Acanthomorphata,Euacanthomorphacea,Percomorphaceae,Eupercaria,Perciformes,Cottioidei,Gasterosteales,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489922,8111,8100,1490020,69291,69292,69293
757424	Herbaspirillum seropedicae SmR1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae,Herbaspirillum seropedicae SmR1	1,131567,2,1224,28216,80840,75682,963,964,757424
585394	Roseburia hominis A2-183	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,Roseburia hominis A2-183	1,131567,2,1239,186801,186802,186803,841,301301,585394
347834	Rhizobium etli CFN 42	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,Rhizobium etli,Rhizobium etli CFN 42	1,131567,2,1224,28211,356,82115,227290,379,29449,347834
323259	Methanospirillum hungatei JF-1	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum hungatei,Methanospirillum hungatei JF-1	1,131567,2157,28890,224756,2191,196137,2202,2203,323259
323261	Nitrosococcus oceani ATCC 19707	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus oceani,Nitrosococcus oceani ATCC 19707	1,131567,2,1224,1236,135613,1046,1227,1229,323261
511680	Butyrivibrio crossotus DSM 2876	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,Butyrivibrio crossotus DSM 2876	1,131567,2,1239,186801,186802,186803,830,45851,511680
626369	Granulicatella elegans ATCC 700633	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,Granulicatella elegans ATCC 700633	1,131567,2,1239,91061,186826,186828,117563,137732,626369
290512	Prosthecochloris aestuarii DSM 271	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris aestuarii,Prosthecochloris aestuarii DSM 271	1,131567,2,68336,1090,191410,191411,191412,1101,1102,290512
208596	Carnobacterium sp. 17-4	species	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium sp. 17-4	1,131567,2,1239,91061,186826,186828,2747,208596
306901	Chaetomium globosum CBS 148.51	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium globosum,Chaetomium globosum CBS 148.51	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222544,5139,35718,5149,38033,306901
339670	Burkholderia ambifaria AMMD	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia ambifaria,Burkholderia ambifaria AMMD	1,131567,2,1224,28216,80840,119060,32008,87882,152480,339670
339671	Actinobacillus succinogenes 130Z	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus succinogenes,Actinobacillus succinogenes 130Z	1,131567,2,1224,1236,135625,712,713,67854,339671
28377	Anolis carolinensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Lepidosauria,Squamata,Bifurcata,Unidentata,Episquamata,Toxicofera,Iguania,Iguanidae,Polychrotinae,Anolis,Anolis carolinensis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8511,8515,81957,28376,28377
413404	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,sulfur-oxidizing symbionts,Candidatus Ruthia,Candidatus Ruthia magnifica,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	1,131567,2,1224,1236,118884,32036,1541743,386487,413404
192222	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,Campylobacter jejuni subsp. jejuni,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	1,131567,2,1224,68525,29547,213849,72294,194,197,32022,192222
929506	Clostridium botulinum BKT015925	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum BKT015925	1,131567,2,1239,186801,186802,31979,1485,1491,929506
741091	Rahnella sp. Y9602	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella,Rahnella sp. Y9602	1,131567,2,1224,1236,91347,543,34037,741091
372461	Buchnera aphidicola BCc	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Cinara cedri),Buchnera aphidicola BCc	1,131567,2,1224,1236,91347,543,32199,9,261318,372461
1142511	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Wigglesworthia,Wigglesworthia glossinidia,Wigglesworthia glossinidia endosymbiont of Glossina morsitans,Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	1,131567,2,1224,1236,91347,543,51228,51229,36868,1142511
626418	Burkholderia glumae BGR1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia glumae,Burkholderia glumae BGR1	1,131567,2,1224,28216,80840,119060,32008,337,626418
1117943	Sinorhizobium fredii HH103	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium,Sinorhizobium fredii group,Sinorhizobium fredii,Sinorhizobium fredii HH103	1,131567,2,1224,28211,356,82115,227292,28105,663276,380,1117943
716541	Enterobacter cloacae subsp. cloacae ATCC 13047	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,Enterobacter cloacae,Enterobacter cloacae subsp. cloacae,Enterobacter cloacae subsp. cloacae ATCC 13047	1,131567,2,1224,1236,91347,543,547,354276,550,336306,716541
716544	Waddlia chondrophila WSU 86-1044	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,Waddlia,Waddlia chondrophila,Waddlia chondrophila WSU 86-1044	1,131567,2,51290,204428,204429,51291,92714,71666,71667,716544
765698	Mesorhizobium ciceri biovar biserrulae WSM1271	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium ciceri,Mesorhizobium ciceri biovar biserrulae,Mesorhizobium ciceri biovar biserrulae WSM1271	1,131567,2,1224,28211,356,69277,68287,39645,278148,765698
3847	Glycine max	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliophyta,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Fabales,Fabaceae,Papilionoideae,Phaseoleae,Glycine,Soja,Glycine max	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,72025,3803,3814,163735,3846,1462606,3847
339724	Histoplasma capsulatum NAm1	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Histoplasma,Histoplasma capsulatum,Histoplasma capsulatum NAm1	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,299071,5036,5037,339724
36630	Neosartorya fischeri	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Neosartorya,Neosartorya fischeri group,Neosartorya fischeri	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,36629,60888,36630
585501	Oribacterium sinus F0268	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium sinus,Oribacterium sinus F0268	1,131567,2,1239,186801,186802,186803,265975,237576,585501
585502	Prevotella bergensis DSM 17361	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bergensis,Prevotella bergensis DSM 17361	1,131567,2,68336,976,200643,171549,171552,838,242750,585502
380703	Aeromonas hydrophila subsp. hydrophila ATCC 7966	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966	1,131567,2,1224,1236,135624,84642,642,644,196023,380703
585506	Weissella paramesenteroides ATCC 33313	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella paramesenteroides,Weissella paramesenteroides ATCC 33313	1,131567,2,1239,91061,186826,81850,46255,1249,585506
425265	Malassezia globosa CBS 7966	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,Malassezia globosa CBS 7966	1,131567,2759,33154,4751,451864,5204,452284,1538075,162474,742845,55193,76773,425265
937774	Taylorella equigenitalis MCE9	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella equigenitalis,Taylorella equigenitalis MCE9	1,131567,2,1224,28216,80840,506,29574,29575,937774
392499	Sphingomonas wittichii RW1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas wittichii,Sphingomonas wittichii RW1	1,131567,2,1224,28211,204457,41297,13687,160791,392499
585524	Lactobacillus amylolyticus DSM 11664	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylolyticus,Lactobacillus amylolyticus DSM 11664	1,131567,2,1239,91061,186826,33958,1578,83683,585524
388919	Streptococcus sanguinis SK36	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,Streptococcus sanguinis SK36	1,131567,2,1239,91061,186826,1300,1301,1305,388919
585528	Gardnerella vaginalis ATCC 14018 = JCM 11026	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,Gardnerella vaginalis ATCC 14018 = JCM 11026	1,131567,2,201174,1760,85003,85004,31953,2701,2702,585528
585529	Corynebacterium genitalium ATCC 33030	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium genitalium,Corynebacterium genitalium ATCC 33030	1,131567,2,201174,1760,85003,2037,85007,1653,1716,38288,585529
585530	Brevibacterium mcbrellneri ATCC 49030	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Brevibacteriaceae,Brevibacterium,Brevibacterium mcbrellneri,Brevibacterium mcbrellneri ATCC 49030	1,131567,2,201174,1760,85003,2037,85006,85019,1696,53363,585530
585531	Aeromicrobium marinum DSM 15272	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Nocardioidaceae,Aeromicrobium,Aeromicrobium marinum,Aeromicrobium marinum DSM 15272	1,131567,2,201174,1760,85003,2037,85009,85015,2040,219314,585531
216895	Vibrio vulnificus CMCP6	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,Vibrio vulnificus CMCP6	1,131567,2,1224,1236,135623,641,662,672,216895
585543	Bacteroides sp. D20	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D20	1,131567,2,68336,976,200643,171549,815,816,585543
290633	Gluconobacter oxydans 621H	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,Gluconobacter oxydans 621H	1,131567,2,1224,28211,204441,433,441,442,290633
380749	Hydrogenobaculum sp. Y04AAS1	species	root,cellular organisms,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobaculum,Hydrogenobaculum sp. Y04AAS1	1,131567,2,200783,187857,32069,64898,168657,380749
610130	[Clostridium] saccharolyticum WM1	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] saccharolyticum,[Clostridium] saccharolyticum WM1	1,131567,2,1239,186801,186802,186803,1506553,84030,610130
626522	Prevotella tannerae ATCC 51259	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,Prevotella tannerae ATCC 51259	1,131567,2,68336,976,200643,171549,171552,1283313,76122,626522
626523	Shuttleworthia satelles DSM 14600	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,Shuttleworthia satelles,Shuttleworthia satelles DSM 14600	1,131567,2,1239,186801,186802,186803,177971,177972,626523
749414	Streptomyces bingchenggensis BCW-1	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces bingchenggensis,Streptomyces bingchenggensis BCW-1	1,131567,2,201174,1760,85003,2037,85011,2062,1883,379067,749414
552811	Dehalogenimonas lykanthroporepellens BL-DC-9	no rank	root,cellular organisms,Bacteria,Chloroflexi,Dehalococcoidia,Dehalogenimonas,Dehalogenimonas lykanthroporepellens,Dehalogenimonas lykanthroporepellens BL-DC-9	1,131567,2,200795,301297,670486,552810,552811
561007	Mycobacterium abscessus ATCC 19977	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium chelonae group,Mycobacterium abscessus subgroup,Mycobacterium abscessus,Mycobacterium abscessus ATCC 19977	1,131567,2,201174,1760,85003,2037,85007,1762,1763,670516,670506,36809,561007
331635	Chlamydophila pecorum E58	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia/Chlamydophila group,Chlamydia,Chlamydia pecorum,Chlamydophila pecorum E58	1,131567,2,51290,204428,204429,51291,809,1113537,810,85991,331635
331636	Chlamydia psittaci 6BC	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia/Chlamydophila group,Chlamydia,Chlamydia psittaci,Chlamydia psittaci 6BC	1,131567,2,51290,204428,204429,51291,809,1113537,810,83554,331636
264731	Prevotella ruminicola 23	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella ruminicola,Prevotella ruminicola 23	1,131567,2,68336,976,200643,171549,171552,838,839,264731
266117	Rubrobacter xylanophilus DSM 9941	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Rubrobacteridae,Rubrobacterales,Rubrobacterineae,Rubrobacteraceae,Rubrobacter,Rubrobacter xylanophilus,Rubrobacter xylanophilus DSM 9941	1,131567,2,201174,1760,84995,84996,255725,84997,42255,49319,266117
504472	Spirosoma linguale DSM 74	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma linguale,Spirosoma linguale DSM 74	1,131567,2,68336,976,768503,768507,89373,107,108,504472
339860	Methanosphaera stadtmanae DSM 3091	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Methanosphaera stadtmanae DSM 3091	1,131567,2157,28890,183925,2158,2159,2316,2317,339860
316058	Rhodopseudomonas palustris HaA2	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,Rhodopseudomonas palustris HaA2	1,131567,2,1224,28211,356,41294,1073,1076,316058
