#species name	tax id	core/periphery/adherent	source	source version
Clostridium botulinum A str. ATCC 19397	441770	adherent	Refseq	not available
Clostridium botulinum A str. Hall	441771	adherent	Refseq	not available
Clostridium botulinum F str. Langeland	441772	adherent	Refseq	not available
Francisella tularensis subsp. mediasiatica FSC147	441952	adherent	Refseq	not available
Francisella novicida GA99-3548	442346	adherent	Refseq	not available
Bifidobacterium animalis subsp. lactis AD011	442563	adherent	Refseq	not available
Mycobacterium tuberculosis CCDC5079	443149	adherent	Refseq	not available
Mycobacterium tuberculosis CCDC5180	443150	adherent	Refseq	not available
Brucella ovis ATCC 25840	444178	adherent	Refseq	not available
Candidatus Sulcia muelleri GWSS	444179	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC4206	444447	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC4045	444448	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC4042	444449	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC4115	444450	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC4196	444451	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC4076	444453	adherent	Refseq	not available
Clostridium perfringens C str. JGS1495	445334	adherent	Refseq	not available
Clostridium botulinum Bf	445336	adherent	Refseq	not available
Borrelia burgdorferi 156a	445983	adherent	Refseq	not available
Borrelia burgdorferi Bol26	445984	adherent	Refseq	not available
Borrelia burgdorferi ZS7	445985	adherent	Refseq	not available
Borrelia afzelii ACA-1	445986	adherent	Refseq	not available
Clostridium butyricum 5521	447214	adherent	Refseq	not available
Anaeromyxobacter sp. K	447217	adherent	Refseq	not available
Rickettsia prowazekii Rp22	449216	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus USA300_TCH959	450394	adherent	Refseq	not available
Veillonella sp. 6_1_27	450749	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus USA300_FPR3757	451515	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus USA300_TCH1516	451516	adherent	Refseq	not available
Clostridium perfringens B str. ATCC 3626	451754	adherent	Refseq	not available
Clostridium perfringens E str. JGS1987	451755	adherent	Refseq	not available
Clostridium perfringens CPE str. F4969	451756	adherent	Refseq	not available
Rickettsia rickettsii str. Iowa	452659	adherent	Refseq	not available
Streptococcus pneumoniae CDC1087-00	453361	adherent	Refseq	not available
Streptococcus pneumoniae CDC1873-00	453362	adherent	Refseq	not available
Streptococcus pneumoniae SP195	453363	adherent	Refseq	not available
Streptococcus pneumoniae CDC0288-04	453364	adherent	Refseq	not available
Streptococcus pneumoniae CDC3059-06	453365	adherent	Refseq	not available
Streptococcus pneumoniae MLV-016	453366	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Agona str. SL483	454166	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Newport str. SL317	454168	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	454169	adherent	Refseq	not available
Treponema pallidum subsp. pallidum SS14	455434	adherent	Refseq	not available
Anaeromyxobacter dehalogenans 2CP-1	455488	adherent	Refseq	not available
Clostridium difficile QCD-66c26	455631	adherent	Refseq	not available
Haemophilus parasuis 29755	456298	adherent	Refseq	not available
Bacteroides sp. 1_1_30	457387	adherent	Refseq	not available
Bacteroides sp. 2_1_7	457388	adherent	Refseq	not available
Bacteroides sp. 3_1_23	457390	adherent	Refseq	not available
Bacteroides sp. 3_1_33FAA	457391	adherent	Refseq	not available
Bacteroides sp. 3_2_5	457392	adherent	Refseq	not available
Bacteroides sp. 4_1_36	457393	adherent	Refseq	not available
Bacteroides sp. 4_3_47FAA	457394	adherent	Refseq	not available
Bacteroides sp. 9_1_42FAA	457395	adherent	Refseq	not available
Escherichia sp. 1_1_43	457400	adherent	Refseq	not available
Escherichia sp. 4_1_40B	457401	adherent	Refseq	not available
Fusobacterium sp. 11_3_2	457403	adherent	Refseq	not available
Veillonella sp. 3_1_44	457416	adherent	Refseq	not available
Streptomyces lividans TK24	457428	adherent	Refseq	not available
Streptomyces roseosporus NRRL 11379	457430	adherent	Refseq	not available
Streptomyces roseosporus NRRL 15998	457431	adherent	Refseq	not available
Francisella tularensis subsp. holarctica FTNF002-00	458234	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Hadar str. RI_05P066	465516	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Virchow str. SL491	465517	adherent	Refseq	not available
Streptomyces sp. SPB74	465543	adherent	Refseq	not available
Bacteroides sp. 1_1_14	469585	adherent	Refseq	not available
Bacteroides sp. 1_1_6	469586	adherent	Refseq	not available
Bacteroides sp. 2_1_16	469587	adherent	Refseq	not available
Bacteroides sp. 2_1_22	469588	adherent	Refseq	not available
Bacteroides sp. 2_1_33B	469589	adherent	Refseq	not available
Bacteroides sp. 2_2_4	469590	adherent	Refseq	not available
Bacteroides sp. 20_3	469591	adherent	Refseq	not available
Bacteroides sp. 3_1_19	469592	adherent	Refseq	not available
Bacteroides sp. 3_1_40A	469593	adherent	Refseq	not available
Bifidobacterium sp. 12_1_47BFAA	469594	adherent	Refseq	not available
Escherichia sp. 3_2_53FAA	469598	adherent	Refseq	not available
Fusobacterium sp. 2_1_31	469599	adherent	Refseq	not available
Fusobacterium sp. 21_1A	469601	adherent	Refseq	not available
Fusobacterium sp. 3_1_27	469602	adherent	Refseq	not available
Fusobacterium sp. 3_1_33	469603	adherent	Refseq	not available
Fusobacterium sp. 3_1_36A2	469604	adherent	Refseq	not available
Fusobacterium sp. 3_1_5R	469605	adherent	Refseq	not available
Klebsiella sp. 1_1_55	469608	adherent	Refseq	not available
Streptococcus sp. 2_1_36FAA	469609	adherent	Refseq	not available
Fusobacterium sp. 1_1_41FAA	469621	adherent	Refseq	not available
Brucella suis ATCC 23445	470137	adherent	Refseq	not available
Brucella sp. BO1	470735	adherent	Refseq	not available
Chlamydia trachomatis 434/Bu	471472	adherent	Refseq	not available
Chlamydia trachomatis L2b/UCH-1/proctitis	471473	adherent	Refseq	not available
Clostridium sporogenes ATCC 15579	471871	adherent	Refseq	not available
Streptococcus infantarius subsp. infantarius ATCC BAA-102	471872	adherent	Refseq	not available
Streptococcus pyogenes NZ131	471876	adherent	Refseq	not available
Nitrosococcus oceani AFC27	473788	adherent	Refseq	not available
Bifidobacterium dentium ATCC 27678	473819	adherent	Refseq	not available
Enterococcus faecalis OG1RF	474186	adherent	Refseq	not available
Borrelia burgdorferi 118a	476210	adherent	Refseq	not available
Borrelia burgdorferi 72a	476211	adherent	Refseq	not available
Borrelia burgdorferi 94a	476212	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594	476213	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC4401	478004	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC4486	478005	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC869	478008	adherent	Refseq	not available
Halobacterium salinarum R1	478009	adherent	Refseq	not available
Mycobacterium tuberculosis KZN 4207	478433	adherent	Refseq	not available
Mycobacterium tuberculosis KZN 1435	478434	adherent	Refseq	not available
Mycobacterium tuberculosis KZN 605	478435	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni CG8421	478547	adherent	Refseq	not available
Clostridium difficile QCD-63q42	479831	adherent	Refseq	not available
Clostridium difficile QCD-76w55	479832	adherent	Refseq	not available
Clostridium difficile QCD-97b34	479833	adherent	Refseq	not available
Clostridium difficile QCD-37x79	479834	adherent	Refseq	not available
Acinetobacter baumannii AB0057	480119	adherent	Refseq	not available
Chloroflexus sp. Y-400-fl	480224	adherent	Refseq	not available
Rickettsia philipii str. 364D	481009	adherent	Refseq	not available
Brucella canis ATCC 23365	483179	adherent	Refseq	not available
Methanobrevibacter smithii DSM 2375	483214	adherent	Refseq	not available
Bacteroides dorei DSM 17855	483217	adherent	Refseq	not available
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	484021	adherent	Refseq	not available
Lactobacillus rhamnosus HN001	486408	adherent	Refseq	not available
Bifidobacterium animalis subsp. lactis HN019	486409	adherent	Refseq	not available
Streptococcus dysgalactiae subsp. equisimilis GGS_124	486410	adherent	Refseq	not available
Streptococcus pneumoniae Taiwan19F-14	487213	adherent	Refseq	not available
Streptococcus pneumoniae Hungary19A-6	487214	adherent	Refseq	not available
Streptococcus pyogenes Alab49	487215	adherent	Refseq	not available
Streptococcus pneumoniae 70585	488221	adherent	Refseq	not available
Streptococcus pneumoniae JJA	488222	adherent	Refseq	not available
Streptococcus pneumoniae P1031	488223	adherent	Refseq	not available
Clostridium perfringens D str. JGS1721	488537	adherent	Refseq	not available
Enterococcus faecalis TX0104	491074	adherent	Refseq	not available
Lactobacillus crispatus JV-V01	491076	adherent	Refseq	not available
Lactobacillus reuteri SD2112	491077	adherent	Refseq	not available
Treponema pallidum subsp. pertenue str. SamoaD	491078	adherent	Refseq	not available
Treponema pallidum subsp. pertenue str. CDC2	491079	adherent	Refseq	not available
Treponema pallidum subsp. pertenue str. Gauthier	491080	adherent	Refseq	not available
Treponema pallidum subsp. pallidum DAL-1	491081	adherent	Refseq	not available
Clostridium thermocellum JW20	492476	adherent	Refseq	not available
Geobacillus sp. G11MC16	495036	adherent	Refseq	not available
Streptococcus pneumoniae SP14-BS292	497962	adherent	Refseq	not available
Streptococcus pneumoniae SP-BS293	497963	adherent	Refseq	not available
Acinetobacter baumannii MDR-ZJ06	497978	adherent	Refseq	not available
Clostridium botulinum B1 str. Okra	498213	adherent	Refseq	not available
Clostridium botulinum A3 str. Loch Maree	498214	adherent	Refseq	not available
Lactobacillus casei str. Zhang	498216	adherent	Refseq	not available
Borrelia burgdorferi 80a	498736	adherent	Refseq	not available
Borrelia burgdorferi WI91-23	498737	adherent	Refseq	not available
Borrelia burgdorferi 29805	498738	adherent	Refseq	not available
Borrelia burgdorferi CA-11.2A	498739	adherent	Refseq	not available
Borrelia burgdorferi 64b	498740	adherent	Refseq	not available
Borrelia sp. SV1	498741	adherent	Refseq	not available
Borrelia garinii PBr	498743	adherent	Refseq	not available
Clostridium difficile QCD-23m63	499174	adherent	Refseq	not available
Clostridium difficile ATCC 43255	499175	adherent	Refseq	not available
Clostridium difficile CIP 107932	499176	adherent	Refseq	not available
Escherichia coli O157:H7 str. TW14588	502346	adherent	Refseq	not available
Yersinia pseudotuberculosis YPIII	502800	adherent	Refseq	not available
Yersinia pseudotuberculosis PB1/+	502801	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus str. CF-Marseille	505321	adherent	Refseq	not available
Ureaplasma parvum serovar 3 str. ATCC 27815	505682	adherent	Refseq	not available
Klebsiella pneumoniae 342	507522	adherent	Refseq	not available
Clostridium botulinum B str. Eklund 17B	508765	adherent	Refseq	not available
Clostridium botulinum E3 str. Alaska E43	508767	adherent	Refseq	not available
Xanthomonas campestris pv. campestris str. B100	509169	adherent	Refseq	not available
Acinetobacter baumannii SDF	509170	adherent	Refseq	not available
Acinetobacter baumannii AYE	509173	adherent	Refseq	not available
Thermoanaerobacter brockii subsp. finnii Ako-1	509193	adherent	Refseq	not available
Francisella tularensis subsp. tularensis NE061598	510831	adherent	Refseq	not available
Streptococcus mutans NN2025	511691	adherent	Refseq	not available
Helicobacter pylori Shi470	512562	adherent	Refseq	not available
Streptococcus pneumoniae G54	512566	adherent	Refseq	not available
Streptococcus pneumoniae BS397	512767	adherent	Refseq	not available
Streptococcus pneumoniae BS457	512768	adherent	Refseq	not available
Streptococcus pneumoniae BS458	512769	adherent	Refseq	not available
Burkholderia multivorans CGD1	513051	adherent	Refseq	not available
Burkholderia multivorans CGD2	513052	adherent	Refseq	not available
Burkholderia multivorans CGD2M	513053	adherent	Refseq	not available
Ureaplasma parvum serovar 1 str. ATCC 27813	515608	adherent	Refseq	not available
Ureaplasma parvum serovar 14 str. ATCC 33697	515609	adherent	Refseq	not available
Ureaplasma urealyticum serovar 13 str. ATCC 33698	515611	adherent	Refseq	not available
Mycobacterium tuberculosis 94_M4241A	515615	adherent	Refseq	not available
Mycobacterium tuberculosis 02_1987	515616	adherent	Refseq	not available
Mycobacterium tuberculosis T92	515617	adherent	Refseq	not available
Eubacterium rectale ATCC 33656	515619	adherent	Refseq	not available
Clostridium botulinum Ba4 str. 657	515621	adherent	Refseq	not available
Streptococcus pneumoniae CGSP14	516950	adherent	Refseq	not available
Anaplasma marginale str. Mississippi	517436	adherent	Refseq	not available
Anaplasma marginale str. Puerto Rico	517437	adherent	Refseq	not available
Ureaplasma urealyticum serovar 5 str. ATCC 27817	518603	adherent	Refseq	not available
Bifidobacterium breve DSM 20213	518634	adherent	Refseq	not available
Borrelia garinii Far04	519049	adherent	Refseq	not available
Ureaplasma parvum serovar 6 str. ATCC 27818	519851	adherent	Refseq	not available
Mycobacterium tuberculosis EAS054	520140	adherent	Refseq	not available
Mycobacterium tuberculosis T85	520141	adherent	Refseq	not available
Brucella sp. NVSL 07-0026	520448	adherent	Refseq	not available
Brucella sp. 83/13	520449	adherent	Refseq	not available
Brucella abortus bv. 2 str. 86/8/59	520450	adherent	Refseq	not available
Brucella abortus bv. 3 str. Tulya	520451	adherent	Refseq	not available
Brucella abortus bv. 4 str. 292	520452	adherent	Refseq	not available
Brucella abortus bv. 5 str. B3196	520453	adherent	Refseq	not available
Brucella abortus bv. 6 str. 870	520454	adherent	Refseq	not available
Brucella abortus bv. 9 str. C68	520455	adherent	Refseq	not available
Brucella neotomae 5K33	520456	adherent	Refseq	not available
Brucella ceti B1/94	520457	adherent	Refseq	not available
Brucella ceti M490/95/1	520458	adherent	Refseq	not available
Brucella ceti M644/93/1	520459	adherent	Refseq	not available
Brucella ceti M13/05/1	520460	adherent	Refseq	not available
Brucella pinnipedialis B2/94	520461	adherent	Refseq	not available
Brucella pinnipedialis M292/94/1	520462	adherent	Refseq	not available
Brucella pinnipedialis M163/99/10	520463	adherent	Refseq	not available
Brucella melitensis bv. 1 str. Rev.1	520464	adherent	Refseq	not available
Brucella melitensis bv. 2 str. 63/9	520465	adherent	Refseq	not available
Brucella melitensis bv. 3 str. Ether	520466	adherent	Refseq	not available
Brucella suis bv. 3 str. 686	520487	adherent	Refseq	not available
Brucella suis bv. 4 str. 40	520488	adherent	Refseq	not available
Brucella suis bv. 5 str. 513	520489	adherent	Refseq	not available
Methanobrevibacter smithii DSM 2374	521002	adherent	Refseq	not available
Haemophilus influenzae 6P18H1	521004	adherent	Refseq	not available
Haemophilus influenzae 7P49H1	521005	adherent	Refseq	not available
Neisseria gonorrhoeae NCCP11945	521006	adherent	Refseq	not available
Borrelia burgdorferi N40	521007	adherent	Refseq	not available
